Protein ID,H26_Exponential_vs_H26_Stationary,H26_Exponential_vs_H26_Stationary_PEP,H26_Exponential_vs_HVABI_Exponential,H26_Exponential_vs_HVABI_Exponential_PEP,H26_Exponential_vs_HVLON3_Exponential,H26_Exponential_vs_HVLON3_Exponential_PEP,H26_Stationary_vs_HVABI_Stationary,H26_Stationary_vs_HVABI_Stationary_PEP,H26_Stationary_vs_HVLON3_Stationary,H26_Stationary_vs_HVLON3_Stationary_PEP
HVO_2689 [D4GVQ4] conserved hypothetical protein,-2.463775323335758,0.6085153802180945,0.7586482944603229,0.6158182646138238,0.8545759850424538,0.8990563967522494,2.028660845334737,0.3368698499453332,1.5924858186607198,0.557982217824949
HVO_2688 [D4GVQ2] (trmB) TrmB family transcription regulator TrmB,0.656279921149023,0.6859644286480819,-0.5582205316916897,0.6346776567559611,-0.24024345702948546,0.931877962157117,-0.7742759239379748,0.3604356464312948,-0.2137185427316388,0.6021660314909496
HVO_2685 [D4GVP5] (mscS3) mechanosensitive channel protein MscS,-0.5501268495247587,0.7361983630589932,0.1392643785252766,0.6644527040401154,-0.23692949956653175,0.9070059621629808,0.4595171663346851,0.469291618522798,2.77809835457649,0.47061123846660524
HVO_2684 [D4GVP1] UspA domain protein,3.849955215399453,0.6486334770570166,0.9331165101319092,0.6485405659007384,1.1845517794630591,0.9092525803181146,-1.8872002523598286,0.4459798645082156,-3.951911096207166,0.5064670898900177
HVO_2682 [D4GVN8] dodecin,1.9841395596452058,0.6796340603810299,-1.371075561107741,0.6094898447353543,0.11017645659896186,0.890521991876255,0.43776186062928196,0.4232211634411741,0.4822602042689015,0.5941329348735338
HVO_2681 [D4GVN6] HTH domain protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_2679 [D4GVN1] conserved hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.7624464475685206,0.12174837512715841,7.2639662720164075,1.0
HVO_2675 [D4GV52] (hisD) histidinol dehydrogenase,-0.0017640056571946797,0.8140768542026959,-0.4015398312711839,0.5910816526994859,0.3966547545297532,0.9035296269202634,-0.43046822422712816,0.49716494759739405,-0.2274742772877771,0.6556871851728985
HVO_2671 [D4GV47] pyridoxal phosphate-dependent aminotransferase,0.43722905373556675,0.7596235871187886,0.21910231576963068,0.7085211695217767,-0.10483246986226802,0.9260634969302026,0.9278201863340008,0.3576698779964813,1.0520398897366356,0.3719915320375291
HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0203 [D4GPK4] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.9484040294690275,0.6790256342319666,1.8168915416406628,0.6713336737117723,1.1822850030957335,0.8917303100450212,2.910705499581522,0.45646905578052444,1.8100767937626805,0.5393989386310643
HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.7389287440025684,0.5033553970553182,0.2389900127415328,0.7376309551120288,0.29676490502918523,0.9224228724087441,1.9519794449111294,0.0003750058594665928,1.0331447941011986,0.0005492080087362572
HVO_2665 [D4GV36] HpcH/HpaI aldolase family protein,-0.5003847292848702,0.7193939964242025,-1.0703928349348222,0.4963901812931173,-0.238266913590925,0.930159897077743,-0.4414044331348018,0.4911356588646182,1.186664469064977,0.2148119626245396
HVO_2663 [D4GV33] probable oxidoreductase (aldo-keto reductase family protein),2.5035000806579006,0.5604806538821383,0.48286176437870987,0.6985033399290846,-0.41971885748590215,0.9278699770585764,-0.5256558068478114,0.5085302454069822,0.4878628839169059,0.5899293737140121
HVO_2662 [D4GV31] glyoxalase domain protein,1.6414544315218247,0.1799142032987353,-0.2859969878274068,0.6722242529720175,0.31976578965385394,0.911876955332427,-1.3333141816242344,0.35213300800176006,-0.7260171838771987,0.5726023443448803
HVO_2661 [D4GV29] pyridoxal phosphate-dependent aminotransferase,0.7389152655442477,0.6088785579056433,-0.43044705001448447,0.702144887040183,-0.03608183244737709,0.9404781011688854,-1.0339682660350205,0.2334803623238877,-0.2706775207924072,0.6745592494682041
HVO_2660 [D4GV24] receiver/sensor box histidine kinase,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_2655 [D4GV15] (narB2) Rieske-type (2Fe-2S) iron-sulfur protein,-0.7315159062519931,0.7080211680332112,-0.45171136380535815,0.6131628979410219,0.7788892582870901,0.9208822202750976,-0.4245011926037847,0.4716494587723238,1.2146216984479778,0.5173316903932514
HVO_2654 [D4GV13] (narC2) homolog to respiratory nitrate reductase b-type cytochrome subunit,0.8714753576031562,1.0,0.7000041680089026,0.6413406941393847,0.08822254635017701,0.9260634969302026,0.0,1.0,0.0,1.0
HVO_2650 [D4GV06] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase),1.1395995143152873,0.4206182413109696,0.6299273452346944,0.5622387788479012,-0.07639315675448001,0.9428718406909529,-1.0447225337968276,0.1345061563972797,-0.9992913580254292,0.13033368212998497
HVO_2649 [D4GV04] conserved hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_2648 [D4GV02] (serA2) probable D-2-hydroxyacid dehydrogenase,-0.26949884137161806,0.769700498148359,-0.3098200464612707,0.6868367577331226,0.09483969356020962,0.9410837843392478,0.38481691716949995,0.5168676535684535,0.45797630508895365,0.6021660314909496
HVO_2646 [D4GUY2] (ilvD) dihydroxy-acid dehydratase,0.23369883311502554,0.816132134546971,-0.34490859447317845,0.5611408718429118,0.35777406551503077,0.6772869367520289,-0.732611550539281,0.008620080493124793,-0.09739167830029903,0.7521557972515138
HVO_2645 [D4GUY1] (moaB) molybdopterin adenylyltransferase,0.0,1.0,0.0,1.0,0.0,1.0,0.7792829049969338,0.43240718045270776,27.406573910347262,1.0
HVO_2643 [D4GUX6] (qor1) NADPH:quinone reductase,0.6220980090838086,0.7497415772203324,-0.3828799913339904,0.639445738934924,-0.2395838300854915,0.9289349376884348,-0.0141938520998321,0.573129296494324,0.4135728887104041,0.6170902556530189
HVO_2639 [D4GUW8] DUF1611 family protein,0.9771377510164572,0.7439287126552764,-0.2980468618201337,0.732945986658059,0.22121756819142768,0.9292868318283173,-0.08166476263956053,0.4961606615475487,0.03242491699610194,0.6180350725663611
HVO_2638 [D4GUW6] homolog to dipeptide epimerase,0.2878587626721503,0.7797135551048511,0.3345378671221596,0.6701437580469243,0.2942815389168396,0.9184175851920816,0.03617197357875872,0.6032656477130405,0.036280303344400355,0.6517453738889223
HVO_2637 [D4GUW4] conserved hypothetical protein,0.0036132989415852412,0.765657821534523,2.376373356744291,0.0033175960188848164,0.4662048152664273,0.9101358987788406,2.3928538984751975,0.017970965658607896,1.7797978003905102,0.1849580220382594
HVO_2636 [D4GUW2] (pspA) PspA domain protein,-1.2213604610129813,0.021429452392698556,0.1293645851877998,0.7791983868375294,-0.2945763796480736,0.9279592597192896,1.522184839569759,0.0003750058594665928,1.3467543947050442,0.0005492080087362572
HVO_2634 [D4GUJ2] conserved hypothetical protein,-1.279518427107519,0.7130579027555187,1.1421316730774569,0.6230521748090816,0.14418866245019746,0.9055155509189758,2.5461421899064884,0.0003750058594665928,1.1594996616674518,0.5043507816475405
HVO_2630 [D4GUI4] conserved hypothetical protein,0.2516632816067893,0.7588922346117751,0.7012052741063918,0.6164800221208351,0.25531970337662924,0.9281375312661294,1.4573481949421492,0.31527069821736475,0.37027438531925794,0.6614188105415508
HVO_2629 [D4GUI2] conserved hypothetical protein,1.6276571545949645,0.001086455263836772,0.18672559686377949,0.6692494582704052,0.7219473591934386,0.8970550409621599,0.47362796099637716,0.017597304866676655,-0.4711092970277776,0.5947780302373182
HVO_2628 [D4GUI0] GHMP family kinase (homolog to beta-ribofuranosylaminobenzene 5'-phosphate synthase),0.6299704611569283,0.7177517471635119,-0.7292585890614897,0.014826078692263822,-1.134006697620256,0.897684945070489,-1.496039861308251,0.4279867489634137,-2.1668885311926074,0.5383752878006525
HVO_2625 [D4GUG8] (guaAb) GMP synthase (glutamine-hydrolyzing) subunit B,0.6061327679315485,0.4840738507599226,0.05967594207908748,0.7829646479098665,0.31403741541549324,0.8888878617846347,-0.5553638648567825,0.13596184693824143,0.1919639329382752,0.6945098487690509
HVO_2624 [D4GUG6] (pyrG) CTP synthase,-0.4244714330583983,0.7507426411018093,-0.3050670018072908,0.6836588582045482,0.47374570338680316,0.48812373411894683,-0.564532697451516,0.44021674907600705,-0.21276261691729212,0.6898540382442873
HVO_2622 [D4GUG2] probable oxidoreductase (aldo-keto reductase family protein),-0.6282792239590123,0.7256208768228272,-0.06480127233718336,0.7260950572108362,-0.3242280325780247,0.92029716878063,-0.37391667825552927,0.5015141050842055,0.517675622657197,0.5905772559644766
HVO_2621 [D4GUG0] (ppc) phosphoenolpyruvate carboxylase,-0.8236649006810718,0.001086455263836772,-0.3056810969477998,0.5236474415630819,-0.5053678026756678,0.004000597599641442,-0.5442892792087841,0.07846366775037117,-0.5044907995349525,0.22215765403650323
HVO_2620 [D4GUF8] (petA) cytochrome bc1 complex Rieske iron-sulfur protein,-1.12077825060504,0.30116379844001484,1.3395179372341515,0.05310485689275568,0.0977871093090674,0.9365784347858817,2.6615530552803714,0.0003750058594665928,1.9834505002371818,0.0005492080087362572
HVO_2618 [D4GUF4] TrkA-C domain protein,0.4868203871830462,0.7663747646503334,1.7037328043945226,0.020520915548539742,0.3992154150517046,0.9165982283103566,2.0668786347019856,0.13705330017312523,0.23270353722815473,0.649311444679614
HVO_2617 [D4GUF1] TrkA-C domain protein,-0.9601279792857422,0.6276842428976921,0.8390968611948788,0.3432965757399884,-0.49069201790389233,0.9183175091050715,2.365496757890425,0.0003750058594665928,1.0310751545096417,0.297862967127032
HVO_2616 [D4GUE9] (pchA2) ion channel pore / TrkA domain protein,-0.26710241027851117,0.7054766053359336,0.9600675186583156,0.6494722539207781,-0.35476437682619266,0.9038831767037919,1.8514726990372263,0.3718256932213281,0.09335382858797603,0.5666475062728387
HVO_2615 [D4GUE7] HPP domain protein,-1.7387070576001313,0.6910125179293258,-0.14692333386188894,0.6295428168308946,-0.7383434156693207,0.8798508760068767,1.3987544516559172,0.0003751308561932287,1.3567374853277179,0.527045667369959
HVO_2614 [D4GUE6] (udp2) uridine phosphorylase,-0.776462015815652,0.6986040342957085,0.4714844208976234,0.7318984796569482,0.26951265394976864,0.9172089401631985,1.1932896239914996,0.3396489887719871,0.659430211055013,0.5758950998178236
HVO_2612 [D4GUE3] PfkB family kinase,-2.4993007945351406,0.6892385561222989,-0.503396167061622,0.6683535568462822,-1.2558007659844408,0.8761914120074679,2.1567969926163015,0.41810927605442894,10.97032560523038,1.0
HVO_2610 [D4GUD9] (deoC) deoxyribose-phosphate aldolase,-0.6984818279701085,0.7325319626933815,1.9888144039704398,0.5812827236818998,-0.3369981307172645,0.8937120480731926,3.0015583599329156,0.43308684088871163,5.1053796917667285,0.0005492080087362572
HVO_2607 [D4GUD2] PQQ repeat protein,-0.41807522915963763,0.7666134079931985,1.4612868901451697,0.10147102972080457,0.9452115423864131,0.8813390276960847,2.480095909514517,0.0003750058594665928,2.6798598343544198,0.0005492080087362572
HVO_2606 [D4GUC9] PQQ repeat protein,0.07787763511376586,0.790322306895908,0.8255041048515253,0.007446097617521574,1.5971013319728309,0.004000597599641442,1.1222872812860205,0.0074966616428622235,2.1531452734356535,0.0005492080087362572
HVO_2605 [D4GUC8] MiaB-like tRNA modifying enzyme,-0.5851186878233511,0.06837981431459184,-2.8984311980958193,0.414749327329636,-0.3255544854654977,0.3144348238643102,-5.140954169845168,0.45477899674251643,-4.137407074303178,0.0005492080087362572
HVO_2604 [D4GUC6] GNAT family acetyltransferase,-1.2643371120923002,0.7494908579888327,1.120600336781721,1.0,20.385803300272237,1.0,0.5257991736239467,0.5215294309905438,3.1943378318554547,0.0005492080087362572
HVO_2603 [D4GUC5] (sec11a) signal peptidase I,-2.3192663782017267,0.6719582776930058,-0.6055277404502543,0.6674560494679889,-1.2668024971881127,0.9120922268151428,1.9536554229531817,0.003749897463741214,1.5403235185578503,0.0021961402003366493
HVO_2602 [D4GUC2] transport protein (probable substrate zinc/cadmium/cobalt),-1.6639237102048976,0.638633058652448,0.6357094653928098,0.6141602270070233,-0.0558668123648462,0.9142167428226572,2.52543743298407,0.0033750487800019435,0.9960074962471347,0.4258807437123838
HVO_2600 [D4GUB9] (map) methionine aminopeptidase,0.3895174125010906,0.7885406325343923,0.24127088042634662,0.73944025664444,0.8826764793282993,0.7456345169638481,-1.058778059228725,0.3427733824441396,0.3877898675611251,0.6581047540993136
HVO_2598 [D4GUB5] (ppk2) polyphosphate kinase,4.758045235191805,1.0,7.957147622069591,1.0,-0.21841475806652505,0.8919968448516473,0.0,1.0,0.0,1.0
HVO_2596 [D4GUB1] (oadhB2) 2-oxoacid dehydrogenase E1 component beta subunit,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_2590 [D4GU98] probable oxidoreductase (short-chain dehydrogenase family),-0.783965989513915,0.7282948636327728,1.5194838066150873,0.4272982716032604,0.4149647284909652,0.9204926338763738,2.069352220216645,0.28653756890213944,2.262694738436788,0.0005492080087362572
HVO_2589 [D4GU97] (ansA) asparaginase family protein,-5.3003896356092906,0.001086455263836772,5.501528002587316,1.0,-0.8186178293690798,0.895910780669145,5.46254744702325,0.0003750058594665928,6.488886047265963,0.441754522814653
HVO_2588 [D4GU92] (icd) isocitrate dehydrogenase (NADP),0.5141920557319838,0.2646313228627356,0.2028350361066657,0.7693997089766664,-0.14962565076248593,0.9375327298571108,-0.3543770076261389,0.3061807984026662,0.09294963039476788,0.8106574305740574
HVO_2587 [D4GU91] conserved hypothetical protein,0.0,1.0,0.0,1.0,0.0,1.0,7.756569137508706,1.0,-0.6652343728234351,0.5742500996072628
HVO_2583 [Q59468] (hmgA) hydroxymethylglutaryl-CoA reductase (NADPH),-1.0455232451175154,0.6070594972310012,-0.3857293916565467,0.6571707057728944,0.08342554295908605,0.9404781011688854,0.25782417338291447,0.49046520828923434,0.8360931558992772,0.4854638297062309
HVO_2581 [D4GU15] (nadA) quinolinate synthase A,0.8105432003300177,0.05442246530454886,-0.18568939164576248,0.7074182945475311,0.24155134142654464,0.9258806391474009,-1.1359176521304761,0.42594500592582885,-1.099371299445278,0.5589859368642602
HVO_2580 [D4GU13] (nadB) L-aspartate oxidase,0.016992669939478268,0.8187839669318646,-1.2662118751297107,0.0033175960188848164,-0.3678658131538275,0.8666306270550277,-1.766991321026856,0.0030001687594927162,-1.3294262273253705,0.14263571271587372
HVO_2579 [D4GU12] (nadC) nicotinate-nucleotide pyrophosphorylase (carboxylating),-0.1805627300748989,0.760110285956152,-0.8885207770190496,0.2932257238793611,-0.3580981293775966,0.9004084763194133,-0.20591645504439707,0.5530276334138462,-0.6621211227319257,0.5242797700618113
HVO_2577 [D4GU07] (pyrF) orotidine-5'-phosphate decarboxylase,1.9652851394493922,1.0,2.554428281456047,1.0,-0.42797232314471145,0.9084725487195894,0.0,1.0,0.0,1.0
HVO_2576 [D4GU06] DnaJ N-terminal domain protein,0.2223500988043961,0.6971560717189826,1.0927187467845056,0.6250078567387962,6.274588120698903,1.0,0.9384416274970481,0.49783433942277355,6.9213031432565,1.0
HVO_2575 [D4GU05] homolog to translation elongation factor aEF-1 alpha subunit,-0.17190509278522953,0.7588922346117751,-0.6570939531012117,0.6792920948423897,0.25024986026430474,0.907798586542838,-1.4110893012030248,0.35490233242443414,-0.8666638467976369,0.5414431055208608
HVO_2573 [D4GU03] (mch) probable methenyltetrahydrofolate cyclohydrolase,-0.8048926020426306,0.7343699125808612,-2.4498458510691954,0.49843847595252966,0.29332575569698655,0.9167003123738287,-0.10174279479299203,0.4638973544095151,0.6944672742146636,0.005483244554663647
HVO_2571 [D4GU01] UPF0761 family protein,0.19065371764489014,0.7207568582945252,0.10537458179343417,0.6134955502985242,-0.5928658424784097,0.8901159478877639,0.2464447875509599,0.48341907189394595,-0.27372022003846974,0.5356404289193639
HVO_2565 [D4GTZ7] DUF171 family protein,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
HVO_2564 [D4GTZ6] (rpl3) 50S ribosomal protein L3,-1.144236050218367,0.0010868171426249296,1.1249553061233983,0.0008303601573121933,0.4587516631615286,0.7318482300448381,2.4444874848646636,0.0003750058594665928,1.3923849003784337,0.0005492080087362572
HVO_2563 [D4GTZ5] (rpl4) 50S ribosomal protein L4,-0.830918583298232,0.6276842428976921,1.1695237434841101,0.0008303601573121933,0.7283435427061771,0.023578906173564174,2.286589077257177,0.0003750058594665928,1.1621199725761673,0.0005492080087362572
HVO_2562 [D4GTZ4] (rpl23) 50S ribosomal protein L23,-1.0590563939812663,0.518765842759671,0.004797497400982065,0.734512866941857,0.18314188858478944,0.9316226033916744,1.1380811807250901,0.18984676315323423,-0.08431214169447966,0.6373557113830992
HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2<|>decoy_HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2,0.0,1.0,0.0,1.0,0.0,1.0,21.61106498304314,1.0,3.7951262448153793,0.5844049556421032
HVO_2561 [D4GTZ3] (rpl2) 50S ribosomal protein L2,-0.9960218659062716,0.38446088940508927,0.8384016235016096,0.04448987755283462,0.24497631746926363,0.928492903762541,1.706453471312245,0.0003750058594665928,1.1377083463582718,0.0005492080087362572
HVO_2560 [D4GTZ2] (rps19) 30S ribosomal protein S19,-1.0988386728550357,0.4753562496852918,0.8693305841380268,0.4086163905931528,-0.004531687757410918,0.9238420295207652,1.8441400522674618,0.0003750058594665928,0.5317100666286533,0.5499157369301966
HVO_2559 [D4GTZ1] (rpl22) 50S ribosomal protein L22,-1.4743120303056583,0.001086455263836772,0.7955612126805162,0.2489198346336764,0.07044761264658658,0.9524405348435327,2.298813740410645,0.0003750058594665928,1.0877500271684375,0.3476957397282475
HVO_2558 [D4GTZ0] (rps3) 30S ribosomal protein S3,-0.24229053569396614,0.815516964754319,0.1154295967457947,0.8104475332213228,0.13301815112645998,0.9517287307370913,-0.3355067220404867,0.5652319102940401,-0.051765907378455156,0.7337152345892626
HVO_2557 [D4GTY9] (rpl29) 50S ribosomal protein L29,-0.40057121701574205,0.728827267028349,0.3054104784169826,0.6333987054062327,-0.06792559126491726,0.8914630585028717,2.194290764128718,0.45173519933379747,-0.21985591822245235,0.5566423440941479
HVO_2556 [D4GTY8] (rnp1) ribonuclease P protein component 1,-0.4836509027062942,0.7066096971592922,1.2927398470053388,0.642285560151052,-0.05636769007181172,0.8966751190842951,1.913336236880173,0.43342663053786346,-0.05327439603300044,0.5465353110556741
HVO_2555 [D4GTY7] (rps17) 30S ribosomal protein S17,-0.45163713306577535,0.7479827200028921,0.361804142521977,0.642285560151052,-0.3673620605450487,0.9199048870533759,0.10469373325822161,0.5609479551520058,-0.19233942722560093,0.6395127221632172
HVO_2554 [D4GTY6] (rpl14) 50S ribosomal protein L14,-0.9371512913386303,0.3329297237962727,0.7099213428215185,0.2602615643754409,-0.026225398848542816,0.945617034091211,1.1653640931657625,0.0003751308561932287,0.6367569572138416,0.23761429853129967
HVO_2553 [D4GTY5] (rpl24) 50S ribosomal protein L24,-1.2042001384021752,0.5818944998571901,-0.0502457096904807,0.6839486070748841,1.0867536985844466,0.3164637825176563,1.5080246597554903,0.29075432552641944,1.1994071943913605,0.31275306732971975
HVO_2552 [D4GTY4] (rps4e) 30S ribosomal protein S4e,-0.7189977020374675,0.6554868941029866,0.25041191170785176,0.756905994598022,0.3230632073248872,0.9116611637111058,0.7291591105332096,0.22065003481961842,0.8016805779270996,0.1567497552969922
HVO_2551 [P50559] (rpl5) 50S ribosomal protein L5,-1.2996115468210347,0.5547537113245226,-0.09297397034701949,0.6914227620525443,0.036131130844999686,0.9110106490955676,0.872341017325692,0.4476734170146789,0.3263037350170154,0.5808136390625414
HVO_2549 [D4GTY1] (rps8) 30S ribosomal protein S8,0.25028416157157946,0.790322306895908,-0.36804121951310415,0.7068659074451978,-0.05580858698229743,0.9498833046072115,-0.8009430230856076,0.30443055178037515,-0.2793728720654972,0.6186644353848071
HVO_2548 [D4GTY0] (rpl6) 50S ribosomal protein L6,-0.9465891076882913,0.21789380831934024,1.1716804254455022,0.0016604475909823835,-0.07296457229674704,0.943749915894013,1.9107123869709033,0.0003750058594665928,1.0181285272461362,0.0005493910385058198
HVO_2547 [D4GTX9] (rpl32e) 50S ribosomal protein L32e,-1.0784761059591592,0.001086455263836772,0.9298823686931572,0.03339165611337591,0.1412060950348885,0.9405540799747,1.4378463828287997,0.0003751308561932287,1.315919609416338,0.0005492080087362572
HVO_2546 [D4GTX8] (rpl19e) 50S ribosomal protein L19e,-1.0169434382610996,0.6262946189880993,0.5084447990190788,0.6827885887020593,0.41454820480425103,0.9217522946900396,1.6896931953644319,0.0033750487800019435,0.1058622916238757,0.6233715637316983
HVO_2545 [P50563] (rpl18) 50S ribosomal protein L18,-0.6899713076460301,0.7374986238700445,1.0407326643396908,0.5858542744846966,0.8488959197856791,0.7569033731696374,1.246262866662954,0.42015476445446,1.1765319348623977,0.27011456485071517
HVO_2544 [D4GTX6] (rps5) 30S ribosomal protein S5,-0.5863464548191689,0.7474785463523901,0.5210063929832464,0.7052049345723397,-0.42476228746500977,0.8997962699030315,1.0836805018044235,0.3562863274596474,1.0887857702566563,0.260416886654981
HVO_2543 [D4GTX5] (rpl30) 50S ribosomal protein L30,-1.1277347746064001,0.14568426798420986,1.43389238982911,0.0008303601573121933,0.5004058322152831,0.6784371516559919,2.7571352255653285,0.0003750058594665928,0.759934943687528,0.14410352733147813
HVO_2542 [D4GTX4] (rpl15) 50S ribosomal protein L15,-1.3829355020533523,0.26896558747746746,1.4595555414503527,0.004144936117880138,0.5154927403068343,0.7960524539407958,2.7985495397363724,0.0003750058594665928,1.370662090274557,0.0005492080087362572
HVO_2541 [Q977V3] (secY1) protein translocase subunit SecY<|>HVO_A0174 [D4GQK3] (secY2) protein translocase subunit SecY,-0.47364949482827534,0.7054766053359336,1.356507249785281,0.6337187394641335,-0.17421453820399102,0.9088076685975153,1.586845671854562,0.39485850119190513,-0.6557551529147914,0.5448407920996463
HVO_2541 [Q977V3] (secY1) protein translocase subunit SecY,-1.2724115998344474,0.6150045052645183,3.3150411558137707,0.0008303601573121933,0.12354060885854917,0.9049358487141382,4.05070702196352,0.0003750058594665928,1.2806518459818594,0.20463534518312176
HVO_2538 [D4GTX0] alpha/beta hydrolase fold protein,-0.93974624917467,0.529778050567248,1.2112484539085564,0.0016604475909823835,0.4208652042334271,0.83136032571458,2.628533278015907,0.0003750058594665928,1.56511062340574,0.0021961402003366493
HVO_2537 [D4GTW9] conserved hypothetical protein,-1.2764398823800347,0.001086455263836772,1.2014469580012195,0.5723820041292553,-0.27686613522469006,0.8951403900586402,3.1298648371397126,0.0003750058594665928,2.331692055190265,0.03575747206764668
HVO_2536 [D4GTW8] TIGR00300 family protein,-0.4106356959292676,0.7382764830136346,-0.11014544579861463,0.6859720910712412,-0.3765900540628112,0.9021019291678665,0.7212181631337923,0.3862786130228426,-0.04766781385755156,0.5791768626760764
HVO_2534 [D4GTW6] UspA domain protein,-0.8810979673023321,0.764459528613191,1.7680727814258685,0.6593054968375154,1.534147757948499,0.8828063002723515,0.6605248924939634,0.6048972978528084,0.9644051318821079,0.6139341528625335
HVO_2533 [D4GTW5] conserved hypothetical protein,-0.712083384635305,0.7306844391748566,0.5441447789314604,0.5989997540378782,0.4234292758129943,0.9018618570135329,1.6704636641825634,0.007871165881307096,1.6938562219184092,0.004935984841257346
HVO_2531 [D4GTW2] conserved hypothetical protein,-2.0650155545440856,0.001086455263836772,2.5059786454098605,0.5986579068384655,2.3787450613609598,0.8880607405069754,3.697550587820018,0.279500530613342,2.2046918087840255,0.540080791609532
HVO_2530 [D4GTW3] homolog to phosphoribosylamine--glycine ligase,0.15534225955498995,0.72265625,-0.36216843637620233,0.6848168328965478,-0.5002634977792876,0.9183175091050715,-0.29349126128086256,0.5011797129949214,-0.37552876447647304,0.5553006593714765
HVO_2529 [D4GTW1] probable oxidoreductase (short-chain dehydrogenase family),2.2488044195121963,0.2469691389086307,-1.474201283453274,0.6353159493756825,-0.1979672614237713,0.9092525803181146,-2.741102143723279,0.03810244233853732,-1.5463976909169204,0.4702462995145922
"HVO_2528 [D4GTW0] (crtD) carotenoid 3,4-desaturase<|>decoy_HVO_0397 [D4H023] homolog to glycine cleavage system protein T",0.24553231529495756,0.6765821859550263,1.0369616398119377,0.6240309301640592,2.157988990445416,0.9091415567892988,1.218594754307118,0.005998331713992111,-0.45074609068082616,0.5332412955327579
"HVO_2528 [D4GTW0] (crtD) carotenoid 3,4-desaturase",-1.2169300959720049,0.14743980600801931,1.57188602036725,0.0008303601573121933,0.1311696168305102,0.9481936279467321,3.0641094021706294,0.0003750058594665928,2.1646061705485637,0.0005492080087362572
HVO_2524 [D4GTV6] (crtB) phytoene synthase,-0.6067973401544584,0.7269603704715318,1.037527778381783,0.13237365307726912,2.0353005417275627,0.004000597599641442,1.3820366301818428,0.03884631426917251,3.716535272223114,0.0005492080087362572
HVO_2521 [D4GTV3] DUF21/CBS domain protein,-1.4580698412450968,0.5405306254218883,1.9419525096507437,0.0008306368063384362,-0.5768178514636417,0.9053999004209479,3.617132746158788,0.0003750058594665928,1.8579349487768169,0.0421510240561358
HVO_2519 [D4GTV1] conserved hypothetical protein,0.3816279878923957,0.7862997908039107,-0.8225007587389741,0.08142398589218458,0.3195067242666879,0.9285815039458348,-1.4000908924771909,0.032891867984002565,-0.36813231759981957,0.6575009430280248
"HVO_2516 [D4GTU8] (gpmI) phosphoglycerate mutase, 2,3-biphosphateglycerate-independent type",0.22762777673873485,0.8134576348873757,-0.584997966888741,0.7109934191552398,0.19091594620617802,0.9425768091696245,-1.1903217853123311,0.04033368656430747,-0.6088527829348618,0.35991126382978544
HVO_2513 [D4GTU5] conserved hypothetical protein,1.9306736722208782,0.6759688762531797,1.8823705165912767,0.5125787158634221,0.9725900695634031,0.8957828044603293,0.6890237340461317,0.49281132166057917,0.05696824935595704,0.5556362505333913
HVO_2511 [D4GTU3] (gatD) glutamyl-tRNA(Gln) amidotransferase subunit D,-0.06537667017635539,0.8226195421164912,-0.22025207702438096,0.7112673287568902,0.13363564970373243,0.9532724000956364,-0.06507702666786769,0.6163010581756405,0.2473643040081439,0.6599138678809074
HVO_2510 [D4GTU2] GNAT family acetyltransferase,0.19297852529560272,0.7138906447534765,0.5561164125479103,0.6187896432502652,0.31982380548068146,0.9182173165484864,1.3021961983849888,0.41708616486856875,1.1845129998878767,0.5676424788599407
HVO_2509 [D4GTU1] sensor box histidine kinase,-2.0547329466947346,0.6968658019859624,0.6422161517836628,0.5876023544103766,-0.7563316500312612,0.8988084949301709,1.2832991646203502,0.0011252984678358224,-0.061454563897929804,0.5315241129233297
HVO_2508 [D4GTU0] (carA) carbamoyl-phosphate synthase (glutamine-hydrolyzing) small subunit,-1.1065967091226894,0.03190707923973923,-1.8961631179367355,0.5097780470551663,-0.2616232018155548,0.9167003123738287,-1.44731982204913,0.40581576737228986,-0.7123733263579359,0.6477870533323691
"HVO_2506 [D4GTS6] (idiA) isopentenyl-diphosphate delta-isomerase, type I",-0.38401291140392624,0.7242763545278663,-0.366790363793553,0.6740006535235814,0.06647503629109597,0.9335595984793064,-0.311162630525519,0.44259073990624076,0.410398561302297,0.5539571599828097
HVO_2504 [D4GTS3] probable oxidoreductase (short-chain dehydrogenase family),0.8945066716559462,0.6615863573538578,2.358235538571273,1.0,-1.0675030445512559,0.9067782332790476,-2.3140028174377454,0.0003750058594665928,-2.3039534705585862,0.5762237698616677
