"Protein.ID","H26_Exponential_vs_H26_Stationary","H26_Exponential_vs_HVABI_Exponential","H26_Exponential_vs_HVLON3_Exponential","H26_Stationary_vs_HVABI_Stationary","H26_Stationary_vs_HVLON3_Stationary"
"383","HVO_A0045 [D4GQ77] (htpX3) HtpX-like protease",-1.01739778315568,1.55293089341803,0.652700389285308,2.288529805981,1.7914396672834
"384","HVO_A0041 [D4GQ73] hypothetical protein",0,0,0,12.819481575813,2.03785690789961
"385","HVO_A0039 [D4GQ71] conserved hypothetical protein",0.0735175641582296,1.474330664624,5.02826996492041,2.52568000184618,5.40044004003622
"386","HVO_A0035 [D4GQ67] (cetZ4) FtsZ family protein CetZ, type III",0,0,0,0,0
"387","HVO_A0028 [D4GQ60] conserved hypothetical protein",0,0,0,0,0
"388","HVO_A0026 [D4GQ57] (tfb9) transcription initiation factor TFB",-0.0926190328402001,1.24875720103495,0.273973111108647,1.0392941197148,1.18111755667446
"389","HVO_A0021 [D4GQ53] conserved hypothetical protein",0,0,0,0,0
"390","HVO_A0012 [D4GQ44] hypothetical protein",-0.135562891760796,-0.488516409732106,1.92768832836267,-0.303487985176666,-0.122742596892816
"391","HVO_A0003 [D4GQ36] (parA3) ParA domain protein",-0.841475077036151,-0.119061882391712,-0.393251483767489,0.942270663317713,1.66791568540961
"392","HVO_3014 [D4GYC9] (oapA) origin-associated GTP-binding protein OapA",-0.234364334006725,0.26618426093441,-0.405311364374551,0.699656688255021,0.323279432778066
"393","HVO_3013 [D4GYC7] (oapB) origin-associated protein OapB",-0.232392866911245,-0.784612346266524,-0.716715332226275,-0.623761076702574,-0.410818131604631
"394","HVO_3010 [D4GYC2] (hef) ATP-dependent RNA helicase/nuclease Hef",1.52351890073118,0.690518690250327,0.313781621026539,-0.703083248665443,-0.583247499947356
"395","HVO_3008 [D4GYB7] UPF0148 family protein",-0.312739871684737,1.20000370744328,0.102694216040647,2.14112518181839,0.23372811846256
"396","HVO_3007 [Q9P9L2] (mdh) malate dehydrogenase",0.00348503576297943,-0.322943200530252,-0.691306596393119,0.494152184765409,-0.138359457578849
"397","HVO_3002 [D4GYA3] ABC-type transport system ATP-binding protein",-0.808327860440844,0.708680722124692,0.401574481123868,1.27793008962783,1.77077648629909
"398","HVO_3001 [D4GYA0] ABC-type transport system permease protein",-1.55587269810803,2.25747418518605,1.06801174504213,3.89835142737158,2.29843719270309
"399","HVO_3000 [D4GY98] (ligN) DNA ligase (NAD)",0.458114930195395,-1.00763067944947,0.183353021794159,-1.01908034435482,-0.856192043289446
"400","HVO_2999 [D4GY96] (metY1) O-acetylhomoserine aminocarboxypropyltransferase (methionine synthase)",1.44707174069945,0.265904797083778,-0.134954730939937,-1.30047719490698,-1.52242705309755
"401","HVO_2998 [D4GY94] (metX) homoserine O-acetyltransferase",-0.205091838618402,0.0913436912989463,-0.118353602458447,0.614113678694232,-0.437849758116949
"402","HVO_2997 [D4GY92] (metY2) O-acetylhomoserine aminocarboxypropyltransferase (methionine synthase)",0.338012157629114,0.358989865019757,0.26954661295875,0.479157296369341,0.586773672337374
"403","HVO_2996 [D4GY91] transport protein (probable substrate phosphate/sulfate)",-1.96465255632707,0.0222518229601837,0.184869907696834,2.60220737196367,1.04442673584284
"404","HVO_2995 [D4GY89] (fdx) ferredoxin (2Fe-2S)",-4.11136407372909,-3.53396349353684,-1.75333940316955,1.12011256078986,0.864602970548211
"405","HVO_2993 [D4GY85] (pibD) prepilin/prearchaellin peptidase",-1.88812589235243,1.15986037288513,0.180070436512703,3.68574642760889,2.25913875587869
"406","HVO_2989 [D4GY77] (pmm4) phosphohexomutase (phosphoglucomutase / phosphomannomutase)",0.538575888859518,-0.414287592380004,0.0276736877462857,-0.875722085623753,-0.75186352113473
"407","HVO_2988 [D4GY74] (hisA) 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",0.642946133847177,-0.80139027052225,0.322812177078119,-1.61000474494013,-1.1273580133075
"408","HVO_2986 [D4GY70] (hisB) imidazoleglycerol-phosphate dehydratase",0,0,0,0,0
"409","HVO_2985 [D4GY68] conserved hypothetical protein",2.20964714437364,-0.244211598232881,1.08193045401596,-1.01735777455814,-0.548972109320192
"410","HVO_2981 [D4GY62] (upp) uracil phosphoribosyltransferase",0.325233146338479,-1.00367306627654,-0.0142039430771286,-0.749898003524738,-0.356832072021365
"411","HVO_2977 [D4GY53] (arsA2) ArsA family ATPase",0.569878221437818,1.23762148248538,-0.23501422238262,0.73199581140929,-1.24259862791669
"412","HVO_2976 [D4GY51] (cstA) carbon starvation protein CstA",-0.00427794771824203,-0.77547749449087,-0.661534349230016,1.77162671574034,0.540241058797887
"413","HVO_2975 [D4GY49] conserved hypothetical protein",-0.571365098935652,-2.21142319014492,1.72563539176229,0.534125951883327,1.70725706807505
"414","HVO_2969 [D4GY38] (thrC3) threonine synthase",0.432857071825634,-0.360968320656744,0.403991466305363,-0.816658984920347,-0.175179019864733
"415","HVO_2968 [D4GY36] (serA3) D-3-phosphoglycerate dehydrogenase",0.188553755683174,-0.275910778030978,0.0580486969228652,-0.582043356604939,0.0239830111924595
"416","HVO_2967 [D4GY34] conserved hypothetical protein",-0.638422399302057,0.00103570350957891,3.0306568569191,1.86793781834616,2.54859318153771
"417","HVO_2966 [D4GY33] conserved hypothetical protein",0,0,0,0,0
"418","HVO_2965 [D4GY31] (serB) phosphoserine phosphatase",-0.00468893391848643,-0.804051480181986,0.0474994793498155,-1.11861161457217,-1.41269426159712
"419","HVO_2961 [Q04829] (lpdA) dihydrolipoyl dehydrogenase",0.829957353074916,-0.529471712666053,0.0459638146769083,-1.01121180484793,-0.808369972269856
"420","HVO_2960 [D4GY19] (dsa1) dihydrolipoamide S-acyltransferase",-0.222893592320647,0.0795987616594725,-0.143110741857323,0.716338066266064,0.122545285308512
"421","HVO_2959 [D4GY17] (oadhB1) 2-oxo-3-methylvalerate dehydrogenase E1 component beta subunit",0.537584899748443,0.431334715157593,0.221152942642512,0.328143113550926,-0.109685509662393
"422","HVO_2958 [D4GY15] (oadhA1) 2-oxo-3-methylvalerate dehydrogenase E1 component alpha subunit",-1.12234548033217,0.314942052282618,-0.661113579408467,1.82283417811408,1.53221294918745
"423","HVO_2955 [D4GY08] DEAD/DEAH box helicase",0.785769193034249,-2.27028719313054,-1.22987924195209,-2.25195191780207,-2.32567123667349
"424","HVO_2952 [O07118] (endA) tRNA-splicing endonuclease",0.625937308460273,-1.50695156716444,-0.196737268350975,-1.61742851097012,-2.14277271350679
"425","HVO_2951 [D4GY00] (trpS1) tryptophan--tRNA ligase",0.598117280368427,-1.06621827504013,-0.776393730234442,-1.60309425563583,-1.80695021987999
"426","HVO_2949 [D4GXZ4] FAD-dependent oxidoreductase",-2.33467405944436,-0.876338727068773,0.776311615475281,7.76271139980387,9.74973804462133
"427","HVO_2948 [D4GXZ2] (pheS) phenylalanine--tRNA ligase alpha subunit",-0.691551499824185,0.690697914099702,0.189455484754668,1.07582933165601,1.03096990583036
"428","HVO_2947 [D4GXY9] (pheT) phenylalanine--tRNA ligase beta subunit",-0.584401381974346,0.0799115425564316,0.0789450430619214,0.698966259852711,0.663346627749901
"429","HVO_2946 [D4GXY7] (metB2) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",2.67333823343073,-1.44306774412575,0.656060637758002,0.0079844292628091,-0.720992558511888
"430","HVO_2945 [D4GXY5] (valS) valine--tRNA ligase",0.573655436661355,-0.532109277928932,-0.621025898823278,-1.56560140462864,-1.09692723377666
"431","HVO_2943 [D4GXY2] (pyrD) dihydroorotate dehydrogenase (quinone)",-1.17551854222239,1.22592262208115,-0.248352647698732,2.57419325043923,1.43184423810412
"432","HVO_2932 [D4GXW1] GTP-binding protein",0.8297076266261,-3.34177933033537,0.624082766120583,-3.15574603439603,-4.43954075023438
"433","HVO_2929 [D4GXV5] probable nucleoside deaminase",0.696236758793661,-1.94061036284272,-1.53259342576089,-2.03897094134826,-1.8046024844469
"434","HVO_2923 [Q9V2V5] (psmA2) proteasome alpha subunit",0.253142319280073,1.03905372337772,1.08695407348326,0.594210811948791,0.874381580666217
"435","HVO_2921 [D4GXT7] conserved hypothetical protein",-0.607705632537895,1.4245963771916,1.10062818290279,1.92378002047604,1.75833241971844
"436","HVO_2918 [D4GXT2] (hts) thymidylate synthase",0.656713438530215,-1.10246550237383,0.341451852128191,-1.99838353167783,-1.98231690936859
"437","HVO_2916 [D4GXS8] probable oxidoreductase (short-chain dehydrogenase family)",0.580087153442946,0.126456291065081,-0.596017822407672,-0.364676809404675,-0.119190726961648
"438","HVO_2913 [Q03301] (sod2) superoxide dismutase (Mn)<|>HVO_A0475 [Q03300] (sod1) superoxide dismutase (Mn)",0.196139549335101,-0.230640762747579,0.00382515576660679,-0.288805866000503,0.809344314205434
"439","HVO_2912 [D4GXS0] ThiJ/PfpI domain protein",0.580538596695346,-1.27563553652157,-0.0387958921315354,0.263211757124536,0.853754969586105
"440","HVO_2911 [D4GXR7] (phr2) deoxyribodipyrimidine photo-lyase",0.386893409909544,-1.07674860547566,-0.499968393732542,-1.4456140518221,-1.11572196631331
"441","HVO_2908 [D4GXR1] (folP2) dihydropteroate synthase",1.10281649003257,-0.880420573471785,-0.236657406511762,-2.52221154409374,-2.26998967025065
"442","HVO_2906 [D4GXQ8] tRNA (cytidine/uridine-2'-O-)-methyltransferase",0.366996386729945,-0.670552312869386,-0.413169454456124,0.505492392691691,0.816802877764538
"443","HVO_2904 [D4GXQ2] (htpX2) HtpX-like protease",-2.06174167236771,-0.989783811709489,-0.584708151186193,0.896511517103789,0.933295938364473
"444","HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E<|>HVO_A0074 [D4GQA6] AAA-type ATPase domain protein",0,0,0,16.9074205883278,19.2277434735184
"445","HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E",-0.17058574906757,0.267117178968335,0.241089271530066,0.652557715027079,0.850700097652307
"446","HVO_2900 [D4GXP5] (fumC) fumarate hydratase",0.181020777108599,0.127215737690143,-0.22405118187575,0.132931955840593,0.240062123115113
"447","HVO_2892 [-] spurious ORF",0,0,0,0,0
"448","HVO_2891 [D4GXM4] (tdk) thymidine kinase",1.31738017282763,0.492733854168713,0.425849076785305,-0.616416129080714,-0.735243347616384
"449","HVO_2889 [D4GXM0] DHH/RecJ family phosphoesterase",-0.203335588358173,-0.165843311818293,-0.335584253904656,-0.234015768074258,-0.543536231312842
"450","HVO_2888 [D4GXL7] (elp3) homolog to elongator complex protein ELP3",0.10573734272565,-1.12978956597509,0.285765641895667,-0.294565451186455,1.28083798071375
"451","HVO_2887 [D4GXL6] (mscS4) mechanosensitive channel protein MscS",0,0,0,0,0
"452","HVO_2886 [D4GXL4] GNAT family acetyltransferase",0,0,0,-0.191986325231895,2.29143493785446
"453","HVO_2885 [D4GXL1] (gltP2) SDF family transport protein (probable substrate glutamate/aspartate)",0,0,0,0.35955134707492,10.8204622252353
"454","HVO_2884 [D4GXK8] conserved hypothetical protein",-0.953847281588292,0.371677890002608,0.642172059255526,2.65905358717594,3.52379029252789
"455","HVO_2883 [D4GXK6] DUF814 domain protein",0.354146752671166,-1.92330807054455,-0.525652816081006,-2.54514376220772,-1.98495808093469
"456","HVO_2882 [D4GXK4] DUF4013 family protein",-0.808007624973711,1.53700157220441,1.18476396609191,2.31566822543236,2.15290152053032
"457","HVO_2881 [D4GXK2] DUF4013 family protein",-0.881044057725687,1.84560768031969,-0.132502556645101,3.17700588787844,1.20055331602636
"458","HVO_2880 [D4GXK0] (pelA) mRNA surveillance protein pelota",2.1417122706833,1.49588481729569,1.28352026032488,-0.956593276298952,0.120696663921595
"459","HVO_2879 [D4GXJ7] ornithine cyclodeaminase family protein",0.759410869668448,-0.461183347227475,0.529399799009942,-0.344495917086419,0.522899012376576
"460","HVO_2877 [D4GXJ3] major facilitator superfamily transport protein",0.103901761596072,3.03679028412758,1.63007369982464,3.23489610253417,0.527938141716222
"461","HVO_2876 [D4GXJ2] DUF3054 family protein",-1.33098388350145,1.5862653385646,-0.264931478912219,2.480722449394,1.0298685091142
"462","HVO_2875 [D4GXJ1] probable S-adenosylmethionine-dependent methyltransferase",-0.400567493267467,1.69266063963328,0.365696072914165,2.89561747763529,2.33595983790847
"463","HVO_2873 [D4GXI8] (fen1) flap endonuclease Fen1",-0.891906068481512,-0.65933099866136,0.0628817880863645,-0.169794844950737,-0.27013272899106
"464","HVO_2872 [D4GXI2] conserved hypothetical protein",-0.923419053341472,1.08149941233556,0.508524621832418,2.12723656052231,1.99083185649692
"465","HVO_2871 [D4GXI1] pyridoxal phosphate-dependent aminotransferase",2.82515605393645,0.272748918244146,-0.891766201027306,-0.350702583857744,-1.3227947623998
"466","HVO_2870 [D4GXH9] AI-2E family transport protein",0,0,0,0,0
"467","HVO_2865 [D4GXG9] (folD) methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase",0.612033276726872,0.53326328802444,0.374401576182579,-0.254857091852877,0.116874933294438
"468","HVO_2864 [D4GXG5] DUF125 family protein",8.08698951671805,-1.81852715729065,0.761513975926281,0,0
"469","HVO_2862 [D4GXG2] (glyA1) serine hydroxymethyltransferase<|>HVO_B0004 [D4GP05] (glyA2) serine hydroxymethyltransferase",0.433023489060079,0.129507525577504,0.0509485564969597,-0.225233303638837,0.27902168614123
"470","HVO_2862 [D4GXG2] (glyA1) serine hydroxymethyltransferase",0.0594288912667604,-0.0216919480000274,0.30131322132315,-0.392138256816273,0.24186663596543
"471","HVO_2861 [D4GXF9] conserved hypothetical protein",0.564526407113549,-0.410081188864554,-0.213026954079771,-0.916653803166079,-0.0673961075633042
"472","HVO_2860 [D4GXF8] DUF181 family protein",-0.870180868458467,-0.243406014251211,-0.388237658844978,0.522931303059467,1.2210337342282
"473","HVO_2859 [D4GXF7] DUF63 family protein",12.1944758788895,8.23384416494974,-3.63811459306181,0,0
"474","HVO_2858 [D4GXF3] Lrp/AsnC family transcription regulator",0.757591851602195,1.00988879875056,0.0825946767427512,0.357252525351209,1.99765830329617
"475","HVO_2857 [D4GXF0] (suhB1) probable inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type",-0.861869854349777,-0.278001145088652,-0.626998958240429,0.690836287801051,1.20894251653357
"476","HVO_2850 [D4GXD2] conserved hypothetical protein",-0.152095441644819,-3.4456028952689,-0.249277379971541,-1.44636926887269,-0.228767095171339
"477","HVO_2849 [D4GXC9] (prkA2) probable PrkA-type serine/threonine protein kinase",-1.14959149359142,-1.38604505192948,-0.572014754363442,1.32426533373448,2.547255406339
"478","HVO_2848 [D4GXC8] (prkA1) probable PrkA-type serine/threonine protein kinase",-1.08363554781689,-1.35562112671368,0.37745070721382,1.30235781355972,3.48059199247938
"479","HVO_2847 [D4GXC6] UPF0229 family protein",0.721554550046259,-1.36755494177555,-1.03682917227701,0.303063250459183,3.62338764563438
"480","HVO_2846 [D4GXC4] SpoVR family protein",-1.02354479235222,2.1027483854512,0.508180067985357,1.35455628272135,2.99943620266794
"481","HVO_2840 [D4GXB3] sensor box histidine kinase",-0.651893220493499,1.35571438009546,0.312155199915939,2.46483660726931,1.2127256464959
"482","HVO_2836 [D4GXA3] sensor/bat box HTH-10 family transcription regulator",0.920746062529548,-0.591044456809275,8.97847524552361,6.49859296038457,-1.66152857121723
"483","HVO_2815 [D4GX56] (hbd1) 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase",0.606918324820372,0.228702854430235,0.332074483028542,0.658606323127793,0.810217023601618
"484","HVO_2813 [D4GX49] RimK family protein",0.433339288977657,-0.0122934133407388,-0.238368365571343,-0.792806918964064,-0.0509718104313732
"485","HVO_2812 [D4GX45] AstE domain protein",0.436064986529983,-3.85138417715617,-0.655694569103939,-1.68188726617423,-1.92472119281109
"486","HVO_2811 [D4GX42] (sdhC) succinate dehydrogenase subunit C",-0.416902811249627,1.35400150826097,-0.215541489157425,1.53402061791582,-0.205388489503578
"487","HVO_2810 [D4GX41] (sdhD) succinate dehydrogenase subunit D",-0.897729563172945,1.05367982478164,-0.751910392178381,1.42588450732351,0.347219444808743
"488","HVO_2809 [D4GX40] (sdhB) succinate dehydrogenase subunit B",-0.954596597734826,0.835696440987087,0.14208198790583,1.87618844710188,1.57320564393941
"489","HVO_2808 [D4GX38] (sdhA) succinate dehydrogenase subunit A",-0.15285173565021,0.754099105273592,0.0659111731468392,1.05462997789178,0.467063936542487
"490","HVO_2803 [D4GX29] (livH3) ABC-type transport system permease protein (probable substrate branched-chain amino acids)",-2.07225843982205,1.02256441775059,0.14594735145684,3.72318776837398,3.278671314163
"491","HVO_2802 [D4GX26] (livM3) ABC-type transport system permease protein (probable substrate branched-chain amino acids)",-1.90103657888143,-0.0104164085170827,-0.10977262767733,2.8700453430402,2.37156628601924
"492","HVO_2801 [D4GX24] (livG3) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",-0.249403278559229,0.622636052870749,0.40931974383973,1.57418666456193,1.8711732845799
"493","HVO_2800 [D4GX23] (livF3) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",-1.43019569686794,0.133187731490818,0.328431283318955,1.66816410290464,2.07859796500521
"494","HVO_2798 [D4GX20] (livJ3) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)",-0.476855878458737,0.932211690406551,0.817269593322201,1.50352993670718,2.385840931514
"495","HVO_2797 [D4GX19] (udk) uridine kinase",0,0,0,1.94181359373472,-0.539587090506648
"496","HVO_2796 [D4GX17] conserved hypothetical protein",-0.321256355574805,1.14137422089146,0.184046686852264,1.46373584592592,1.38993895195058
"497","HVO_2795 [D4GX16] GNAT family acetyltransferase",0,0,0,0,0
"498","HVO_2793 [D4GX15] conserved hypothetical protein",1.52032986686712,-1.53923377465298,0.298066168109944,-2.68002555479311,-1.07608442756645
"499","HVO_2790 [D4GX09] (apbC1) Fe-S cluster carrier protein ApbC",1.46905128123984,-0.242463416482968,0.0543215493094413,-1.47091463742475,-1.29190556483381
"500","HVO_2784 [D4GWZ7] (rps13) 30S ribosomal protein S13",-1.05207348960621,0.423302089378871,-0.093565388952896,1.41833879303984,0.537536948388428
"501","HVO_2783 [D4GWZ3] (rps4) 30S ribosomal protein S4",-0.341998033736131,0.460086868409784,-0.160248372778398,0.743155513281915,0.581153756072726
"502","HVO_2782 [D4GWZ1] (rps11) 30S ribosomal protein S11",-0.815739772600434,-0.179167953063443,-0.49537718971151,-0.0397602927282874,0.0556715494958891
"503","HVO_2781 [D4GWY4] (rpoD) DNA-directed RNA polymerase subunit D",0.301830140630283,0.157990909965451,0.0652054624224321,-0.754272343779573,-0.40531688113961
"504","HVO_2779 [D4GWY3] (rpl18e) 50S ribosomal protein L18e",-1.08659965022942,0.141065454099269,0.00333142206608764,0.761399983880427,0.105171455186151
"505","HVO_2778 [D4GWY1] (rpl13) 50S ribosomal protein L13",-1.49390931468721,0.208616421899961,-0.136087045157314,1.88963510098654,0.779988599783509
"506","HVO_2777 [D4GWX7] (rps9) 30S ribosomal protein S9",-1.25505748810221,-0.177020808888817,-0.14549873224234,1.0786941756558,-0.147454497160245
"507","HVO_2774 [D4GWX0] (eno) enolase",-0.151722819918742,0.254922573728145,0.0156578117936117,0.0792902934363083,-0.211816311526038
"508","HVO_2773 [D4GWW8] (rps2) 30S ribosomal protein S2",-0.222542937858354,-0.912619325736552,0.0662861465972855,-1.4240742810966,-0.964799506282418
"509","HVO_2772 [D4GWW6] rhodanese domain protein / beta-lactamase domain protein",-0.0452285054462262,-0.34831703559574,0.160103678478537,-1.56520325563026,-1.75513099757037
"510","HVO_2770 [D4GWW1] DUF2342 family protein",-1.01696188320104,0.778997642009191,-0.12928823889382,1.87024750968133,1.2962609961605
"511","HVO_2767 [D4GWV5] (dna2) ATP-dependent DNA helicase Dna2",0.417928862769223,-2.4492095933248,-0.323186278569193,11.8866099037338,21.9803065643869
"512","HVO_2766 [D4GWV3] (lhr1) ATP-dependent DNA helicase",-2.22441305838071,0.502381144326432,0.0410165486571035,2.18617941513386,1.79922979421199
"513","HVO_2765 [D4GWU5] (dppC6) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,0,0
"514","HVO_2764 [D4GWU4] (dppB6) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",0,0,0,2.13483303870266,2.5559060581981
"515","HVO_2763 [D4GWU3] homolog to ribonuclease Z",3.50698146326843,0.452656565080385,0.311057816639755,-1.57745775350413,-0.141523418703533
"516","HVO_2761 [D4GWT5] (mvk) mevalonate kinase",0.162147509630002,0.481554698501826,-0.0694292715917501,0.402047806158082,-0.182663492146119
"517","HVO_2759 [D4GWT1] peptidase M42 family protein",-0.512059146003097,0.893090722898155,-0.32535269958462,1.31870532257698,0.666704656410362
"518","HVO_2758 [P41200] (rpl11) 50S ribosomal protein L11",-1.39159529902667,0.7819151709329,0.224020303580542,2.13599307757237,1.45745147606532
"519","HVO_2757 [P41199] (rpl1) 50S ribosomal protein L1",-0.996624359805139,1.00689883019026,0.314734920019171,1.50241304239678,1.16866925655778
"520","HVO_2756 [P41198] (rpl10) 50S ribosomal protein L10",-0.237386236910909,0.753120557407349,-0.0626750786071752,0.495415440762641,0.158274626274491
"521","HVO_2750 [D4GWA7] (metB1) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",0.050473223064924,-0.467117796368168,0.331403106272495,0.243388013607448,0.898085783841489
"522","HVO_2749 [D4GWA6] (rpl21e) 50S ribosomal protein L21e",-0.95617542068181,0.703968565465564,0.900454840916299,1.28901176415372,-0.371261614497706
"523","HVO_2746 [D4GWA1] (ksgA) ribosome biogenesis protein KsgA, 16S rRNA-methylating",-0.388494074901795,-2.18322723874855,-0.674302357614101,-1.29280242941438,-1.05094053218347
"524","HVO_2745 [D4GW98] (mscS5) mechanosensitive channel protein MscS",-1.30698380319562,2.41950403764405,0.313922924395429,4.91322719531601,4.04612722637244
"525","HVO_2743 [D4GW95] (metE2) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II)",-0.0242754239428467,-0.0905463743630264,0.153956968845496,-0.561842548837861,-0.599727167010818
"526","HVO_2742 [D4GW90] (metE1) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II)",0.655535992373425,-0.058403651676051,0.115803236981987,-0.717878546596012,-0.927056457313753
"527","HVO_2740 [D4GW84] (ndk) nucleoside-diphosphate kinase",-0.295516529191855,1.88649817016588,-0.0490787770847663,1.99565616323808,3.04345611712693
"528","HVO_2739 [D4GW81] (rpl24e) 50S ribosomal protein L24e",-0.791140995540565,1.01695194259252,0.378701039696896,1.87282350559166,0.421926633947208
"529","HVO_2737 [D4GW76] (rpl8e) 50S ribosomal protein L8e",-0.77464794613572,0.621889274336763,0.386202936377743,0.882783314171891,0.500777697780935
"530","HVO_2736 [D4GW73] (tmcA) tRNA(Met) cytidine acetyltransferase TmcA",0.400839708107199,0.905086258361443,0.271132895895415,0.661615351704902,0.448050753397154
"531","HVO_2732 [D4GW64] FixC family protein",1.11130540332066,-0.133751482146978,0.757010892251518,1.84304927159804,1.21394266499134
"532","HVO_2726 [D4GW53] (gltS) glutamate--tRNA(Glu/Gln) ligase",0.278509083193009,-1.40208392361916,-0.513230848024722,-1.84758317803853,-1.74553336071247
"533","HVO_2725 [D4GW51] (idsA1) bifunctional short chain isoprenyl diphosphate synthase",-0.273621352807483,-1.61004980230899,-0.414143630326729,-1.72486097779915,-1.41949650801885
"534","HVO_2724 [D4GW49] (rnj) ribonuclease J",-0.124953076924565,0.705395096171391,-0.187722730051823,0.457703956568698,0.0644759231076458
"535","HVO_2723 [D4GW47] (lsm) RNA-binding protein Lsm",-0.0315455684943178,1.8968284951024,0.196591289719804,1.31987128422388,2.3538216471384
"536","HVO_2722 [D4GW44] (rpl37e) 50S ribosomal protein L37e",24.8970466662119,20.2266729484689,1.10552442528819,0,0
"537","HVO_2721 [D4GW43] (purF) amidophosphoribosyltransferase",-0.248134678230149,-0.258517615022053,-0.712697142127641,-0.810718725864328,-0.890143635750501
"538","HVO_2717 [D4GW34] (alaS2) alanine--tRNA ligase",0.346686163803428,-0.57233670166557,0.270331592892773,-1.11840344583668,-0.371835263866842
"539","HVO_2716 [D4GW32] (acd5) acyl-CoA dehydrogenase",1.31126097466071,-0.458544351726467,-0.473642987340437,0.0542702325226684,-0.997179276374829
"540","HVO_2712 [D4GW23] (rtcB) tRNA-splicing ligase RtcB",0.243865753913724,-1.24941678089953,-0.317381726114716,-1.60664436619325,-0.941023578487436
"541","HVO_2711 [D4GW21] DoxX domain protein",-2.32449736443253,1.17079429991858,-0.843917298997543,3.45778565270169,4.3161857379964
"542","HVO_2708 [D4GW14] YfiH family protein",1.28847491870708,0.537411637138725,0.549247591094765,-0.541686588770232,-0.0547123643036459
"543","HVO_2707 [D4GW10] GFO family oxidoreductase",1.28485430968495,-0.447386736579563,0.243019254009517,-0.857467432404377,-0.553053864475103
"544","HVO_2706 [D4GW08] eIF-2B domain protein",0.69109843686716,-0.310192933169328,0.363769781018953,-1.01887471876628,-0.557175919221453
"545","HVO_2704 [D4GW04] DUF1628 domain protein",-0.483596892321322,-0.301660334893523,-0.260797084018799,0.651864735841093,1.41811015042815
"546","HVO_2703 [D4GW03] (panB2) 3-methyl-2-oxobutanoate hydroxymethyltransferase",1.97284545937271,2.11693612111115,-0.472391863742986,0.15157402782445,0.141130674867831
"547","HVO_2702 [D4GVT1] alpha/beta hydrolase fold protein",2.46989208116173,-0.34870025321114,0.22967592949629,-1.74544836770139,-1.5005413029551
"548","HVO_2700 [D4GVS7] (cdc48b) AAA-type ATPase (CDC48 subfamily)",0.655336663689014,-0.301295642498597,0.403394782061755,-1.29523606717627,-0.742982483879155
"549","HVO_2699 [D4GVS5] (bcp1) peroxiredoxin",1.49186372686304,-2.60747924971526,0.687399232891413,-3.04315905353178,-1.98108238319826
"550","HVO_2697 [D4GVS1] (priS) DNA primase small subunit",0.891662684537536,-0.402844902430572,-0.396194687127774,-2.14171768173547,-1.93488548146173
"551","HVO_2695 [D4GVR7] (tsgA3) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.157029351443066,0.562559098348329,-0.281275762198357,2.41421917493063,1.26086791590464
"552","HVO_2694 [D4GVR5] (tsgB3) ABC-type transport system permease protein (probable substrate sugar)",0,0,0,0,0
"553","HVO_2693 [D4GVR3] (tsgC3) ABC-type transport system permease protein (probable substrate sugar)<|>HVO_A0146 [D4GQH5] (tsgB4) ABC-type transport system permease protein (probable substrate sugar)",1.68867962021461,1.90564515694373,0.20704084663627,0.770776496378343,0.642872354576621
"554","HVO_2693 [D4GVR3] (tsgC3) ABC-type transport system permease protein (probable substrate sugar)",0,0,0,2.3402646245416,19.8186567305417
"555","HVO_2692 [D4GVR2] (tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_A0145 [D4GQH4] (tsgD4) ABC-type transport system ATP-binding protein (probable substrate sugar)",-0.433807847081321,0.0862617167699794,-0.416551950460424,2.17038627372048,1.19167455331423
"556","HVO_2692 [D4GVR2] (tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar)",1.17248953563078,0.236272976772493,0.273603482701535,1.06302423951577,0.922074356800503
"557","HVO_2690 [D4GVQ6] GFO family oxidoreductase",-0.153173342928381,0.407147342178873,0.0433393966524686,-0.355140615386848,-0.279295762470782
"558","HVO_2689 [D4GVQ4] conserved hypothetical protein",-2.46377532333576,0.758648294460323,0.854575985042454,2.02866084533474,1.59248581866072
