"Protein.ID","H26_Exponential_vs_H26_Stationary_PEP","H26_Exponential_vs_HVABI_Exponential_PEP","H26_Exponential_vs_HVLON3_Exponential_PEP","H26_Stationary_vs_HVABI_Stationary_PEP","H26_Stationary_vs_HVLON3_Stationary_PEP"
"413","HVO_2975 [D4GY49] conserved hypothetical protein",0.84504966593553,0.000830360157312193,0.950614116666132,0.482075623098865,0.550927632387271
"414","HVO_2969 [D4GY38] (thrC3) threonine synthase",0.675047066402329,0.700187454097609,0.550723083395893,0.0112402964628192,0.716309060471797
"415","HVO_2968 [D4GY36] (serA3) D-3-phosphoglycerate dehydrogenase",0.81776669552388,0.673705026271276,0.970171157237724,0.053697782169726,0.783734812714158
"416","HVO_2967 [D4GY34] conserved hypothetical protein",0.726692872678835,0.65349000077815,0.897559292646031,0.00524897890957154,0.484024179620035
"417","HVO_2966 [D4GY33] conserved hypothetical protein",1,1,1,1,1
"418","HVO_2965 [D4GY31] (serB) phosphoserine phosphatase",0.752736107038781,0.643856484377849,0.916802276654995,0.000375005859466593,0.538033838256196
"419","HVO_2961 [Q04829] (lpdA) dihydrolipoyl dehydrogenase",0.275407474179165,0.468665422918254,0.944257319300065,0.0101175343662431,0.103325940681967
"420","HVO_2960 [D4GY19] (dsa1) dihydrolipoamide S-acyltransferase",0.820000323988077,0.801103148152987,0.944832929264595,0.0681304950280794,0.712332155240151
"421","HVO_2959 [D4GY17] (oadhB1) 2-oxo-3-methylvalerate dehydrogenase E1 component beta subunit",0.731741343536209,0.70520493457234,0.92117324030775,0.543437320346521,0.679587186935248
"422","HVO_2958 [D4GY15] (oadhA1) 2-oxo-3-methylvalerate dehydrogenase E1 component alpha subunit",0.625598026777424,0.723966873748843,0.885679941400014,0.146864258955883,0.403561164918827
"423","HVO_2955 [D4GY08] DEAD/DEAH box helicase",0.713613275599588,0.0365780129965835,0.666638595036504,0.0499895466510811,0.0474541179368176
"424","HVO_2952 [O07118] (endA) tRNA-splicing endonuclease",0.726692872678835,0.641025352493051,0.926971725911541,0.451396865324287,0.273620585124392
"425","HVO_2951 [D4GY00] (trpS1) tryptophan--tRNA ligase",0.750242471376367,0.540239506531294,0.835818629797868,0.0814115990618149,0.016921405619498
"426","HVO_2949 [D4GXZ4] FAD-dependent oxidoreductase",0.690422127176456,0.658391689621984,0.892395309477024,1,1
"427","HVO_2948 [D4GXZ2] (pheS) phenylalanine--tRNA ligase alpha subunit",0.5709225623855,0.209335761525927,0.936498372447166,0.00749666164286222,0.0458655537825785
"428","HVO_2947 [D4GXY9] (pheT) phenylalanine--tRNA ligase beta subunit",0.655486894102987,0.814609027514697,0.955092453669692,0.217079365829905,0.350149773933714
"429","HVO_2946 [D4GXY7] (metB2) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",0.35930817314471,0.602406262587345,0.908919101179722,0.542443971798377,0.573261777498864
"430","HVO_2945 [D4GXY5] (valS) valine--tRNA ligase",0.37501794787474,0.374034441216073,0.0919496375429225,0.000375005859466593,0.000549208008736257
"431","HVO_2943 [D4GXY2] (pyrD) dihydroorotate dehydrogenase (quinone)",0.664442674326178,0.00497145510666774,0.926245948924441,0.000375130856193229,0.333685083289365
"432","HVO_2932 [D4GXW1] GTP-binding protein",0.00972272739990498,0.352152716974198,0.941159151030171,0.310378507706835,0.504703805238184
"433","HVO_2929 [D4GXV5] probable nucleoside deaminase",0.710548207039758,0.232485015230422,0.909584836796483,0.386278613022843,0.306395860654925
"434","HVO_2923 [Q9V2V5] (psmA2) proteasome alpha subunit",0.782682296511046,0.022140819940255,0.00400059759964144,0.390055877657497,0.103325940681967
"435","HVO_2921 [D4GXT7] conserved hypothetical protein",0.718299992460607,0.162759166381623,0.76781117149818,0.0887728843410498,0.0548407612152048
"436","HVO_2918 [D4GXT2] (hts) thymidylate synthase",0.728827267028349,0.508573605995173,0.915674046523558,0.000375130856193229,0.000549208008736257
"437","HVO_2916 [D4GXS8] probable oxidoreductase (short-chain dehydrogenase family)",0.724545662637282,0.725563909774436,0.868143818391898,0.540456572106597,0.653263403263403
"438","HVO_2913 [Q03301] (sod2) superoxide dismutase (Mn)<|>HVO_A0475 [Q03300] (sod1) superoxide dismutase (Mn)",0.748988874232349,0.720756538483498,0.940629981859161,0.501514105084205,0.534270197776041
"439","HVO_2912 [D4GXS0] ThiJ/PfpI domain protein",0.713335695014218,0.503325327030363,0.926518869012115,0.495491005269908,0.58668349856039
"440","HVO_2911 [D4GXR7] (phr2) deoxyribodipyrimidine photo-lyase",0.72400684413846,0.741242547659432,0.887644629636519,0.000375005859466593,0.000549208008736257
"441","HVO_2908 [D4GXR1] (folP2) dihydropteroate synthase",0.646653363208573,0.593503879071848,0.925145122934352,0.000375005859466593,0.000549208008736257
"442","HVO_2906 [D4GXQ8] tRNA (cytidine/uridine-2'-O-)-methyltransferase",0.719120805674489,1,0.916802276654995,1,1
"443","HVO_2904 [D4GXQ2] (htpX2) HtpX-like protease",0.696865801985962,0.610494116829171,0.901500599373186,0.467269571247275,0.562657567134812
"444","HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E<|>HVO_A0074 [D4GQA6] AAA-type ATPase domain protein",1,1,1,1,1
"445","HVO_2902 [D4GXP9] (gatE) glutamyl-tRNA(Gln) amidotransferase subunit E",0.827199897524031,0.725032164059957,0.920882220275098,0.0340089312374136,0.000549208008736257
"446","HVO_2900 [D4GXP5] (fumC) fumarate hydratase",0.849672572446721,0.843869487349162,0.851832397710734,0.673177714000679,0.6596125902541
"447","HVO_2892 [-] spurious ORF",1,1,1,1,1
"448","HVO_2891 [D4GXM4] (tdk) thymidine kinase",0.708584240259399,0.655946770169116,0.913160847576147,0.453088266723659,0.565983633886809
"449","HVO_2889 [D4GXM0] DHH/RecJ family phosphoesterase",0.842429175401408,0.806911571431605,0.618679511955926,0.487782345604878,0.0373589241649919
"450","HVO_2888 [D4GXL7] (elp3) homolog to elongator complex protein ELP3",0.746467998001338,0.472095582455589,0.916598228310357,0.514534835533404,0.545179926091161
"451","HVO_2887 [D4GXL6] (mscS4) mechanosensitive channel protein MscS",1,1,1,1,1
"452","HVO_2886 [D4GXL4] GNAT family acetyltransferase",1,1,1,1,0.677224475705532
"453","HVO_2885 [D4GXL1] (gltP2) SDF family transport protein (probable substrate glutamate/aspartate)",1,1,1,0.454778996742516,1
"454","HVO_2884 [D4GXK8] conserved hypothetical protein",0.71857380392748,0.681916781699862,0.884253130082838,0.000375005859466593,0.156749755296992
"455","HVO_2883 [D4GXK6] DUF814 domain protein",0.781087059113788,0.000830360157312193,0.481932753569269,0.000375005859466593,0.000549208008736257
"456","HVO_2882 [D4GXK4] DUF4013 family protein",0.710827915302571,0.304985052679508,0.797219159293225,0.0511023410638316,0.148496215441295
"457","HVO_2881 [D4GXK2] DUF4013 family protein",0.686263253201764,0.148408247491305,0.909915877326621,0.000375005859466593,0.367577662774618
"458","HVO_2880 [D4GXK0] (pelA) mRNA surveillance protein pelota",0.604499424688759,0.627604092450626,0.896293701934921,0.516201265459152,0.297006093791398
"459","HVO_2879 [D4GXJ7] ornithine cyclodeaminase family protein",0.742907798728206,0.727420314952108,0.897935759566315,0.550053665740569,0.590901035840744
"460","HVO_2877 [D4GXJ3] major facilitator superfamily transport protein",0.731477412042284,0.513774866676993,0.0461597395135033,0.348322279239262,0.584730786854086
"461","HVO_2876 [D4GXJ2] DUF3054 family protein",0.678111171718143,0.273169949243231,0.910025955112274,0.0112402964628192,0.572272462077013
"462","HVO_2875 [D4GXJ1] probable S-adenosylmethionine-dependent methyltransferase",0.74214015122747,0.000830360157312193,0.901379872475966,0.000375005859466593,0.000549208008736257
"463","HVO_2873 [D4GXI8] (fen1) flap endonuclease Fen1",0.725083672926382,0.613827993254637,0.926245948924441,0.478715139928589,0.611718715684983
"464","HVO_2872 [D4GXI2] conserved hypothetical protein",0.688348428316957,0.00166044759098238,0.918117007318885,0.000375005859466593,0.0772572476942126
"465","HVO_2871 [D4GXI1] pyridoxal phosphate-dependent aminotransferase",0.00108645526383677,0.706036136703843,0.895526346372178,0.506860790259211,0.13132248509157
"466","HVO_2870 [D4GXH9] AI-2E family transport protein",1,1,1,1,1
"467","HVO_2865 [D4GXG9] (folD) methylenetetrahydrofolate dehydrogenase / methenyltetrahydrofolate cyclohydrolase",0.741370815801759,0.700467572123795,0.925697374220767,0.459171755597824,0.644424733360631
"468","HVO_2864 [D4GXG5] DUF125 family protein",1,0.00166044759098238,0.136973724478643,1,1
"469","HVO_2862 [D4GXG2] (glyA1) serine hydroxymethyltransferase<|>HVO_B0004 [D4GP05] (glyA2) serine hydroxymethyltransferase",0.739827058857595,0.75140885393123,0.939174578211548,0.521196617375061,0.0839549921836413
"470","HVO_2862 [D4GXG2] (glyA1) serine hydroxymethyltransferase",0.870389254651219,0.821312977807682,0.78854487306693,0.36734230376723,0.619921926543344
"471","HVO_2861 [D4GXF9] conserved hypothetical protein",0.677500311112955,0.691993005310189,0.9405540799747,0.130136205531405,0.673669146861854
"472","HVO_2860 [D4GXF8] DUF181 family protein",0.745961620095444,0.697659086921617,0.913901296878585,0.454778996742516,0.548226956898859
"473","HVO_2859 [D4GXF7] DUF63 family protein",1,1,0.893712048073193,1,1
"474","HVO_2858 [D4GXF3] Lrp/AsnC family transcription regulator",0.0161320272967829,0.000830636806338436,0.907233127184727,0.613697225810116,0.487619532068942
"475","HVO_2857 [D4GXF0] (suhB1) probable inositol-1(or 4)-monophosphatase / fructose-1,6-bisphosphatase, archaeal-type",0.643664587986395,0.717253989794669,0.831813167914033,0.474005991698677,0.391044186751648
"476","HVO_2850 [D4GXD2] conserved hypothetical protein",0.748988874232349,0.649161880201618,0.916904121364555,0.507528651346132,0.571282151843462
"477","HVO_2849 [D4GXC9] (prkA2) probable PrkA-type serine/threonine protein kinase",0.674739303187645,0.639762049618063,0.905861636923911,0.47198618634806,0.182593392353898
"478","HVO_2848 [D4GXC8] (prkA1) probable PrkA-type serine/threonine protein kinase",0.713335695014218,0.638495640108743,0.901016764597711,0.104558442190444,0.000549208008736257
"479","HVO_2847 [D4GXC6] UPF0229 family protein",0.708021168033211,0.608147849236048,0.918117007318885,0.501514105084205,0.434225388808478
"480","HVO_2846 [D4GXC4] SpoVR family protein",0.744692443201424,0.570224127873762,0.905746418900413,0.411625435767417,0.367979665476462
"481","HVO_2840 [D4GXB3] sensor box histidine kinase",0.688348428316957,0.000830360157312193,0.896928565934359,0.000375005859466593,0.00219614020033665
"482","HVO_2836 [D4GXA3] sensor/bat box HTH-10 family transcription regulator",0.692190520827231,0.0285887395372844,1,1,0.000549208008736257
"483","HVO_2815 [D4GX56] (hbd1) 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase",0.72211458837867,0.741242547659432,0.916598228310357,0.0994251212284691,0.0244897067497797
"484","HVO_2813 [D4GX49] RimK family protein",0.70462449207566,0.818946222249108,0.917613703921937,0.0265565649768936,0.702025819934607
"485","HVO_2812 [D4GX45] AstE domain protein",0.796700218622246,0.472095582455589,0.904935848714138,0.421858590974431,0.490844625021804
"486","HVO_2811 [D4GX42] (sdhC) succinate dehydrogenase subunit C",0.690422127176456,0.610828451543592,0.93528736395639,0.407867138801428,0.577865473121175
"487","HVO_2810 [D4GX41] (sdhD) succinate dehydrogenase subunit D",0.724545662637282,0.65991378477122,0.90065225969685,0.422880561040609,0.508930566696384
"488","HVO_2809 [D4GX40] (sdhB) succinate dehydrogenase subunit B",0.00108645526383677,0.110219295626882,0.944689451997709,0.000375005859466593,0.000549208008736257
"489","HVO_2808 [D4GX38] (sdhA) succinate dehydrogenase subunit A",0.851501745500402,0.000830360157312193,0.96107102164831,0.000375005859466593,0.141166099987407
"490","HVO_2803 [D4GX29] (livH3) ABC-type transport system permease protein (probable substrate branched-chain amino acids)",0.678111171718143,0.63050947648428,0.89705504096216,0.000375005859466593,0.552611842244076
"491","HVO_2802 [D4GX26] (livM3) ABC-type transport system permease protein (probable substrate branched-chain amino acids)",0.751491540816739,0.778725353554059,0.951009548661077,0.0854618150572262,0.47534377162023
"492","HVO_2801 [D4GX24] (livG3) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",0.762050157461491,0.680751973646845,0.912521216869043,0.0425638165555511,0.0125761959043833
"493","HVO_2800 [D4GX23] (livF3) ABC-type transport system ATP-binding protein (probable substrate branched-chain amino acids)",0.678721056790565,0.715085694892245,0.913901296878585,0.248756256710743,0.000549208008736257
"494","HVO_2798 [D4GX20] (livJ3) ABC-type transport system periplasmic substrate-binding protein (probable substrate branched-chain amino acids)",0.752736107038781,0.451658033676987,0.750388555923464,0.0366143267564019,0.000549208008736257
"495","HVO_2797 [D4GX19] (udk) uridine kinase",1,1,1,0.499841880576846,0.589605271232724
"496","HVO_2796 [D4GX17] conserved hypothetical protein",0.678416236049838,0.643228691495125,0.899796269903032,0.451058504443559,0.554629136740413
"497","HVO_2795 [D4GX16] GNAT family acetyltransferase",1,1,1,1,1
"498","HVO_2793 [D4GX15] conserved hypothetical protein",0.00108645526383677,0.674886483280599,0.912414162885706,0.411625435767417,0.614882069897388
"499","HVO_2790 [D4GX09] (apbC1) Fe-S cluster carrier protein ApbC",0.0654126442036195,0.743037868823793,0.953462947332706,0.000375005859466593,0.000549208008736257
"500","HVO_2784 [D4GWZ7] (rps13) 30S ribosomal protein S13",0.309274675347026,0.675476161344264,0.93119517343637,0.00187534063804562,0.588632317721341
"501","HVO_2783 [D4GWZ3] (rps4) 30S ribosomal protein S4",0.760596290928451,0.0172715317977847,0.9517937433621,0.111881462454955,0.346466660739311
"502","HVO_2782 [D4GWZ1] (rps11) 30S ribosomal protein S11",0.558035328855352,0.757650509701413,0.906892168334919,0.583964006422727,0.670696000040416
"503","HVO_2781 [D4GWY4] (rpoD) DNA-directed RNA polymerase subunit D",0.79429576336232,0.75665755271733,0.941234441727196,0.364580970693835,0.592195081600463
"504","HVO_2779 [D4GWY3] (rpl18e) 50S ribosomal protein L18e",0.127863395599976,0.752413253326376,0.950943798656287,0.309679171925138,0.682826155620543
"505","HVO_2778 [D4GWY1] (rpl13) 50S ribosomal protein L13",0.0308662772712097,0.762337713900028,0.938942189649821,0.000375005859466593,0.304268726571154
"506","HVO_2777 [D4GWX7] (rps9) 30S ribosomal protein S9",0.0245890543712678,0.76012347920828,0.936818123098965,0.091346455103078,0.664421486959963
"507","HVO_2774 [D4GWX0] (eno) enolase",0.811592626493562,0.69313149981038,0.958001146159656,0.637073458322019,0.71290134502101
"508","HVO_2773 [D4GWW8] (rps2) 30S ribosomal protein S2",0.812630106598624,0.386916163253278,0.952117894879322,0.0306569036060027,0.259088057582461
"509","HVO_2772 [D4GWW6] rhodanese domain protein / beta-lactamase domain protein",0.759623587118789,0.730585796947353,0.921463263408081,0.427306276358667,0.515237925503475
"510","HVO_2770 [D4GWW1] DUF2342 family protein",0.0513946195243715,0.0791648542844714,0.933309629743521,0.000375005859466593,0.0228717497311178
"511","HVO_2767 [D4GWV5] (dna2) ATP-dependent DNA helicase Dna2",0.681755930626072,0.000830360157312193,0.889435531204194,1,1
"512","HVO_2766 [D4GWV3] (lhr1) ATP-dependent DNA helicase",0.57290232280895,0.683948607074884,0.901621172232229,0.130136205531405,0.52773595722962
"513","HVO_2765 [D4GWU5] (dppC6) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",1,1,1,1,1
"514","HVO_2764 [D4GWU4] (dppB6) ABC-type transport system permease protein (probable substrate dipeptide/oligopeptide)",1,1,1,0.496830212025482,0.619607707937369
"515","HVO_2763 [D4GWU3] homolog to ribonuclease Z",0.379760406147547,0.685683530678149,0.905515550918976,0.194876017703073,0.638896932077201
"516","HVO_2761 [D4GWT5] (mvk) mevalonate kinase",0.74316330709378,0.667755397299912,0.919114873643183,0.467606645911312,0.553284728637845
"517","HVO_2759 [D4GWT1] peptidase M42 family protein",0.681453529831234,0.000830360157312193,0.90836056720689,0.000375005859466593,0.248848712866734
"518","HVO_2758 [P41200] (rpl11) 50S ribosomal protein L11",0.302523668668322,0.392289338452348,0.920394957480716,0.000375005859466593,0.000549208008736257
"519","HVO_2757 [P41199] (rpl1) 50S ribosomal protein L1",0.00433746068201102,0.000830360157312193,0.900530446219373,0.000375005859466593,0.000549208008736257
"520","HVO_2756 [P41198] (rpl10) 50S ribosomal protein L10",0.78494789260229,0.220689983118952,0.942798193199441,0.385935060442591,0.674262642852255
"521","HVO_2750 [D4GWA7] (metB1) cystathionine synthase/lyase (cystathionine gamma-synthase, cystathionine gamma-lyase, cystathionine beta-lyase)",0.79253578184422,0.636908242032928,0.911010649095568,0.530837580994791,0.259531172561561
"522","HVO_2749 [D4GWA6] (rpl21e) 50S ribosomal protein L21e",0.720756858294525,0.697095435684647,0.874786117677312,0.385247872792804,0.562990677602585
"523","HVO_2746 [D4GWA1] (ksgA) ribosome biogenesis protein KsgA, 16S rRNA-methylating",0.784043525446964,0.622398652712619,0.338101699592926,0.468617709607241,0.519073192672268
"524","HVO_2745 [D4GW98] (mscS5) mechanosensitive channel protein MscS",0.713613275599588,0.632758043750744,0.896548146611137,0.00300016875949272,0.353820550342888
"525","HVO_2743 [D4GW95] (metE2) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II)",0.805507129457465,0.795215990701746,0.938942189649821,0.383529422326763,0.463655338918654
"526","HVO_2742 [D4GW90] (metE1) 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase (methionine synthase II)",0.466478507031637,0.794987967485898,0.945546100830544,0.0648040167317266,0.000549208008736257
"527","HVO_2740 [D4GW84] (ndk) nucleoside-diphosphate kinase",0.76685188278633,0.00331759601888482,0.925237421701354,0.000375005859466593,0.000549208008736257
"528","HVO_2739 [D4GW81] (rpl24e) 50S ribosomal protein L24e",0.711944612137605,0.605115902619673,0.853361699351617,0.172559762960283,0.587658393981227
"529","HVO_2737 [D4GW76] (rpl8e) 50S ribosomal protein L8e",0.706326751217082,0.67635936888773,0.916598228310357,0.451058504443559,0.587008571754942
"530","HVO_2736 [D4GW73] (tmcA) tRNA(Met) cytidine acetyltransferase TmcA",0.728294863632773,0.579514149762084,0.916188690002051,0.514534835533404,0.645342912966226
"531","HVO_2732 [D4GW64] FixC family protein",0.725620876822827,0.730059694358716,0.918317509105071,0.000375005859466593,0.00219614020033665
"532","HVO_2726 [D4GW53] (gltS) glutamate--tRNA(Glu/Gln) ligase",0.823421022601411,0.000830360157312193,0.471758064058555,0.000375005859466593,0.000549208008736257
"533","HVO_2725 [D4GW51] (idsA1) bifunctional short chain isoprenyl diphosphate synthase",0.776717954049277,0.000830360157312193,0.656701871631163,0.000375005859466593,0.000549208008736257
"534","HVO_2724 [D4GW49] (rnj) ribonuclease J",0.866605184714346,0.000830360157312193,0.930159897077743,0.116269471780816,0.793928349549189
"535","HVO_2723 [D4GW47] (lsm) RNA-binding protein Lsm",0.723737131241075,0.506963788300836,0.913478941943234,0.420836376543378,0.292281568961246
"536","HVO_2722 [D4GW44] (rpl37e) 50S ribosomal protein L37e",1,1,0.899056396752249,1,1
"537","HVO_2721 [D4GW43] (purF) amidophosphoribosyltransferase",0.781999567404037,0.716983491745873,0.146098553736901,0.35213300800176,0.159166444956942
"538","HVO_2717 [D4GW34] (alaS2) alanine--tRNA ligase",0.809088661323223,0.6237048818303,0.930333376579188,0.567866022038777,0.69595999293725
"539","HVO_2716 [D4GW32] (acd5) acyl-CoA dehydrogenase",0.455912788694292,0.593503879071848,0.81470397315821,0.583308153153466,0.404338640696656
"540","HVO_2712 [D4GW23] (rtcB) tRNA-splicing ligase RtcB",0.8363522005965,0.486457800759787,0.932891240933934,0.00112529846783582,0.210197234853952
"541","HVO_2711 [D4GW21] DoxX domain protein",0.683264334199528,0.513376424605032,0.902699444611874,0.0347534849827809,0.417469761793853
"542","HVO_2708 [D4GW14] YfiH family protein",0.0654126442036195,0.667456049467989,0.872080757367374,0.445302255070576,0.674855761891183
"543","HVO_2707 [D4GW10] GFO family oxidoreductase",0.00108681714262493,0.706036136703843,0.926245948924441,0.332002048670603,0.497975370190149
"544","HVO_2706 [D4GW08] eIF-2B domain protein",0.69453547302778,0.702423875290651,0.917310308683476,0.394858501191905,0.589929373714012
"545","HVO_2704 [D4GW04] DUF1628 domain protein",0.766613407993199,0.689708034283325,0.903174734961593,0.00337504878000194,0.000549208008736257
"546","HVO_2703 [D4GW03] (panB2) 3-methyl-2-oxobutanoate hydroxymethyltransferase",0.639307590993665,0.000830636806338436,0.908919101179722,0.548069853076068,0.621805083132824
"547","HVO_2702 [D4GVT1] alpha/beta hydrolase fold protein",0.0266876583979725,0.709071659569102,0.923560118588975,0.274920337650177,0.401225340547824
"548","HVO_2700 [D4GVS7] (cdc48b) AAA-type ATPase (CDC48 subfamily)",0.201210562460445,0.772049726035468,0.405948881053766,0.000375005859466593,0.00876185116577166
"549","HVO_2699 [D4GVS5] (bcp1) peroxiredoxin",0.776717954049277,0.576316190783749,0.914844265947908,0.386622138111066,0.503290976410803
"550","HVO_2697 [D4GVS1] (priS) DNA primase small subunit",0.729358876599483,0.680751973646845,0.911876955332427,0.000375005859466593,0.000549208008736257
"551","HVO_2695 [D4GVR7] (tsgA3) ABC-type transport system periplasmic substrate-binding protein (probable substrate sugar)",0.797352883566052,0.30886030725259,0.936096808144117,0.000375005859466593,0.000549208008736257
"552","HVO_2694 [D4GVR5] (tsgB3) ABC-type transport system permease protein (probable substrate sugar)",1,1,1,1,1
"553","HVO_2693 [D4GVR3] (tsgC3) ABC-type transport system permease protein (probable substrate sugar)<|>HVO_A0146 [D4GQH5] (tsgB4) ABC-type transport system permease protein (probable substrate sugar)",0.667278156853118,0.5375712879196,0.887087146836451,0.467943693857202,0.529459614382289
"554","HVO_2693 [D4GVR3] (tsgC3) ABC-type transport system permease protein (probable substrate sugar)",1,1,1,0.000375005859466593,1
"555","HVO_2692 [D4GVR2] (tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar)<|>HVO_A0145 [D4GQH4] (tsgD4) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.698604034295708,0.646672075651176,0.878341396350242,0.238815235426086,0.545857848656493
"556","HVO_2692 [D4GVR2] (tsgD3) ABC-type transport system ATP-binding protein (probable substrate sugar)",0.688942080600425,0.648851317585771,0.904000729685665,0.456806987105572,0.5669792752113
"557","HVO_2690 [D4GVQ6] GFO family oxidoreductase",0.829562854894622,0.646359995634178,0.957465323666115,0.52186221839289,0.67663286088695
"558","HVO_2689 [D4GVQ4] conserved hypothetical protein",0.608515380218094,0.615818264613824,0.899056396752249,0.336869849945333,0.557982217824949
"559","HVO_2688 [D4GVQ2] (trmB) TrmB family transcription regulator TrmB",0.685964428648082,0.634677656755961,0.931877962157117,0.360435646431295,0.60216603149095
"560","HVO_2685 [D4GVP5] (mscS3) mechanosensitive channel protein MscS",0.736198363058993,0.664452704040115,0.907005962162981,0.469291618522798,0.470611238466605
"561","HVO_2684 [D4GVP1] UspA domain protein",0.648633477057017,0.648540565900738,0.909252580318115,0.445979864508216,0.506467089890018
"562","HVO_2682 [D4GVN8] dodecin",0.67963406038103,0.609489844735354,0.890521991876255,0.423221163441174,0.594132934873534
"563","HVO_2681 [D4GVN6] HTH domain protein",1,1,1,1,1
"564","HVO_2679 [D4GVN1] conserved hypothetical protein",1,1,1,0.121748375127158,1
"565","HVO_2675 [D4GV52] (hisD) histidinol dehydrogenase",0.814076854202696,0.591081652699486,0.903529626920263,0.497164947597394,0.655687185172898
"566","HVO_2671 [D4GV47] pyridoxal phosphate-dependent aminotransferase",0.759623587118789,0.708521169521777,0.926063496930203,0.357669877996481,0.371991532037529
"567","HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)<|>HVO_B0203 [D4GPK4] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.679025634231967,0.671333673711772,0.891730310045021,0.456469055780524,0.539398938631064
"568","HVO_2670 [D4GV46] FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein)",0.503355397055318,0.737630955112029,0.922422872408744,0.000375005859466593,0.000549208008736257
"569","HVO_2665 [D4GV36] HpcH/HpaI aldolase family protein",0.719393996424203,0.496390181293117,0.930159897077743,0.491135658864618,0.21481196262454
"570","HVO_2663 [D4GV33] probable oxidoreductase (aldo-keto reductase family protein)",0.560480653882138,0.698503339929085,0.927869977058576,0.508530245406982,0.589929373714012
"571","HVO_2662 [D4GV31] glyoxalase domain protein",0.179914203298735,0.672224252972017,0.911876955332427,0.35213300800176,0.57260234434488
"572","HVO_2661 [D4GV29] pyridoxal phosphate-dependent aminotransferase",0.608878557905643,0.702144887040183,0.940478101168885,0.233480362323888,0.674559249468204
"573","HVO_2660 [D4GV24] receiver/sensor box histidine kinase",1,1,1,1,1
"574","HVO_2655 [D4GV15] (narB2) Rieske-type (2Fe-2S) iron-sulfur protein",0.708021168033211,0.613162897941022,0.920882220275098,0.471649458772324,0.517331690393251
"575","HVO_2654 [D4GV13] (narC2) homolog to respiratory nitrate reductase b-type cytochrome subunit",1,0.641340694139385,0.926063496930203,1,1
"576","HVO_2650 [D4GV06] FAD-dependent oxidoreductase (homolog to geranylgeranyl reductase)",0.42061824131097,0.562238778847901,0.942871840690953,0.13450615639728,0.130333682129985
"577","HVO_2649 [D4GV04] conserved hypothetical protein",1,1,1,1,1
"578","HVO_2648 [D4GV02] (serA2) probable D-2-hydroxyacid dehydrogenase",0.769700498148359,0.686836757733123,0.941083784339248,0.516867653568454,0.60216603149095
"579","HVO_2646 [D4GUY2] (ilvD) dihydroxy-acid dehydratase",0.816132134546971,0.561140871842912,0.677286936752029,0.00862008049312479,0.752155797251514
"580","HVO_2645 [D4GUY1] (moaB) molybdopterin adenylyltransferase",1,1,1,0.432407180452708,1
"581","HVO_2643 [D4GUX6] (qor1) NADPH:quinone reductase",0.749741577220332,0.639445738934924,0.928934937688435,0.573129296494324,0.617090255653019
"582","HVO_2639 [D4GUW8] DUF1611 family protein",0.743928712655276,0.732945986658059,0.929286831828317,0.496160661547549,0.618035072566361
"583","HVO_2638 [D4GUW6] homolog to dipeptide epimerase",0.779713555104851,0.670143758046924,0.918417585192082,0.60326564771304,0.651745373888922
"584","HVO_2637 [D4GUW4] conserved hypothetical protein",0.765657821534523,0.00331759601888482,0.910135898778841,0.0179709656586079,0.184958022038259
"585","HVO_2636 [D4GUW2] (pspA) PspA domain protein",0.0214294523926986,0.779198386837529,0.92795925971929,0.000375005859466593,0.000549208008736257
"586","HVO_2634 [D4GUJ2] conserved hypothetical protein",0.713057902755519,0.623052174809082,0.905515550918976,0.000375005859466593,0.504350781647541
"587","HVO_2630 [D4GUI4] conserved hypothetical protein",0.758892234611775,0.616480022120835,0.928137531266129,0.315270698217365,0.661418810541551
"588","HVO_2629 [D4GUI2] conserved hypothetical protein",0.00108645526383677,0.669249458270405,0.89705504096216,0.0175973048666767,0.594778030237318
"589","HVO_2628 [D4GUI0] GHMP family kinase (homolog to beta-ribofuranosylaminobenzene 5'-phosphate synthase)",0.717751747163512,0.0148260786922638,0.897684945070489,0.427986748963414,0.538375287800652
"590","HVO_2625 [D4GUG8] (guaAb) GMP synthase (glutamine-hydrolyzing) subunit B",0.484073850759923,0.782964647909867,0.888887861784635,0.135961846938241,0.694509848769051
"591","HVO_2624 [D4GUG6] (pyrG) CTP synthase",0.750742641101809,0.683658858204548,0.488123734118947,0.440216749076007,0.689854038244287
"592","HVO_2622 [D4GUG2] probable oxidoreductase (aldo-keto reductase family protein)",0.725620876822827,0.726095057210836,0.92029716878063,0.501514105084205,0.590577255964477
